,primary_title,runtime_minutes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit
236,The Hoax,77.0,96,"Apr 6, 2007",The Hoax,25000000.0,"$7,164,995",7164995.0,-17835005.0
237,Speak No Evil,74.0,62,"Dec 31, 2013",Speak No Evil,150000.0,$0,32927.0,-117073.0
238,Hotel Transylvania 2,89.0,42,"Sep 25, 2015",Hotel Transylvania 2,80000000.0,"$169,700,110",469500298.0,389500298.0
239,Wild Things,39.0,69,"Mar 20, 1998",Wild Things,20000000.0,"$29,795,299",55576699.0,35576699.0
240,Step Up,55.0,54,"Aug 11, 2006",Step Up,12000000.0,"$65,328,121",110989157.0,98989157.0
241,Youth,75.0,99,"Dec 4, 2015",Youth,13000000.0,"$2,703,296",24001573.0,11001573.0
242,Equilibrium,77.0,89,"Dec 6, 2002",Equilibrium,20000000.0,"$1,190,018",5345869.0,-14654131.0
243,Ballerina,50.0,47,"Aug 25, 2017",Ballerina,30000000.0,"$21,858,070",96892829.0,66892829.0
244,Fortress,70.0,13,"Sep 3, 1993",Fortress,12000000.0,"$6,730,578",46730578.0,34730578.0
245,Kevin Hart: Let Me Explain,75.0,14,"Jul 3, 2013",Kevin Hart: Let Me Explain,2500000.0,"$32,244,051",32327255.0,29827255.0
246,Graduation Day,75.0,69,"May 1, 1981",Graduation Day,250000.0,"$23,894,000",23894000.0,23644000.0
247,The Crew,81.0,88,"Aug 25, 2000",The Crew,23000000.0,"$13,019,253",13019253.0,-9980747.0
248,The Mask,9.0,66,"Jul 29, 1994",The Mask,18000000.0,"$119,920,129",351620129.0,333620129.0
249,Pump,88.0,57,"Sep 19, 2014",Pump,2000000.0,"$72,277",72277.0,-1927723.0
250,Panic,85.0,57,"Dec 1, 2000",Panic,1000000.0,"$779,137",1425707.0,425707.0
251,The Brain That Sings,62.0,71,"Aug 11, 2015",The Brain That Sings,125000.0,$0,0.0,-125000.0
252,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,88.0,52,"Apr 17, 2013",Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000.0,"$152,449",152449.0,-347551.0
253,Bambi,58.0,47,"Aug 13, 1942",Bambi,858000.0,"$102,797,000",268000000.0,267142000.0
254,Locke,85.0,37,"Apr 25, 2014",Locke,2000000.0,"$1,370,646",2088390.0,88390.0
255,Long Shot,33.0,75,"May 3, 2019",Long Shot,40000000.0,"$30,202,860",43711031.0,3711031.0
256,The Secret Life of Pets,87.0,26,"Jul 8, 2016",The Secret Life of Pets,75000000.0,"$368,384,330",886750534.0,811750534.0
257,Ida,82.0,3,"May 2, 2014",Ida,2600000.0,"$3,827,060",15298355.0,12698355.0
258,Jungle Shuffle,85.0,40,"Mar 10, 2015",Jungle Shuffle,10000000.0,$0,360898.0,-9639102.0
259,Devil's Due,89.0,14,"Jan 17, 2014",Devil's Due,7000000.0,"$15,821,461",36146087.0,29146087.0
260,Beyond the Sea,52.0,61,"Dec 17, 2004",Beyond the Sea,24000000.0,"$6,144,806",8292914.0,-15707086.0
261,A Haunted House 2,86.0,89,"Apr 18, 2014",A Haunted House 2,4000000.0,"$17,329,487",21206861.0,17206861.0
262,Rebound,84.0,10,"Jul 1, 2005",Rebound,45000000.0,"$16,809,014",17492014.0,-27507986.0
263,Tiger Orange,75.0,99,"Jul 7, 2015",Tiger Orange,100000.0,$0,0.0,-100000.0
264,Treading Water,24.0,15,"Mar 10, 2015",Treading Water,4700000.0,$0,0.0,-4700000.0
265,Obvious Child,84.0,41,"Jun 6, 2014",Obvious Child,1000000.0,"$3,122,616",3324070.0,2324070.0
266,Role Models,6.0,43,"Nov 7, 2008",Role Models,28000000.0,"$67,300,955",94500826.0,66500826.0
267,The Lazarus Effect,83.0,76,"Feb 27, 2015",The Lazarus Effect,5000000.0,"$25,801,570",38359310.0,33359310.0
268,Jumper,5.0,31,"Feb 14, 2008",Jumper,82500000.0,"$80,172,128",222640812.0,140140812.0
269,Father Figures,58.0,56,"Dec 22, 2017",Father Figures,25000000.0,"$17,501,244",21038441.0,-3961559.0
270,The Call,25.0,14,"Mar 15, 2013",The Call,12800000.0,"$51,872,378",69821476.0,57021476.0
271,Focus,87.0,99,"Feb 27, 2015",Focus,65000000.0,"$53,862,963",168065700.0,103065700.0
272,State of Play,87.0,15,"Apr 17, 2009",State of Play,60000000.0,"$37,017,955",88832210.0,28832210.0
273,Happy Christmas,82.0,4,"Jul 25, 2014",Happy Christmas,70000.0,"$30,312",30312.0,-39688.0
274,Hot Pursuit,87.0,79,"May 8, 2015",Hot Pursuit,35000000.0,"$34,580,201",45671512.0,10671512.0
275,Let's Kill Ward's Wife,82.0,93,"Jan 9, 2015",Let's Kill Ward's Wife,5000000.0,$0,0.0,-5000000.0
276,Lion,70.0,60,"Nov 25, 2016",Lion,12000000.0,"$51,739,495",149570720.0,137570720.0
277,Psycho,86.0,88,"Dec 4, 1998",Psycho,20000000.0,"$21,541,218",37226218.0,17226218.0
278,Diane,82.0,98,"Jan 12, 1956",Diane,2660000.0,$0,0.0,-2660000.0
279,The Vatican Exorcisms,76.0,8,"Dec 31, 2013",The Vatican Exorcisms,1100000.0,$0,0.0,-1100000.0
280,The Past is a Grotesque Animal,77.0,90,"Jun 19, 2014",The Past is a Grotesque Animal,100000.0,"$20,056",20056.0,-79944.0
281,Phantom,76.0,43,"Mar 1, 2013",Phantom,18000000.0,"$1,034,589",1199510.0,-16800490.0
282,The Hammer,75.0,50,"Mar 21, 2008",The Hammer,850000.0,"$442,638",442638.0,-407362.0
283,Paraphobia,80.0,42,"Dec 31, 2013",Paraphobia,30000.0,$0,0.0,-30000.0
284,Bucky and the Squirrels,82.0,84,"Dec 31, 2013",Bucky and the Squirrels,500000.0,$0,0.0,-500000.0
285,Thunder and the House of Magic,85.0,68,"Sep 5, 2014",Thunder and the House of Magic,34000000.0,"$4,091",62582520.0,28582520.0
286,Lucky Dog,88.0,92,"Dec 31, 2014",Lucky Dog,2000000.0,$0,0.0,-2000000.0
287,Alpha,80.0,79,"Aug 17, 2018",Alpha,51000000.0,"$35,851,379",99624873.0,48624873.0
288,Julia,89.0,84,"May 8, 2009",Julia,6000000.0,"$65,108",1365108.0,-4634892.0
289,Brooklyn,83.0,79,"Nov 4, 2015",Brooklyn,11000000.0,"$38,322,743",62076141.0,51076141.0
290,Domino,89.0,94,"Oct 14, 2005",Domino,50000000.0,"$10,169,202",23574057.0,-26425943.0
291,Simon,85.0,43,"Apr 7, 2006",Simon,1300000.0,"$4,055",1738663.0,438663.0
292,The Revenant,80.0,27,"Dec 25, 2015",The Revenant,135000000.0,"$183,637,894",532938302.0,397938302.0
293,Stung,87.0,46,"Jul 3, 2015",Stung,2500000.0,$0,0.0,-2500000.0
294,Doc Holliday's Revenge,84.0,17,"Dec 31, 2014",Doc Holliday's Revenge,1000000.0,$0,0.0,-1000000.0
295,Iron Man,84.0,74,"May 2, 2008",Iron Man,186000000.0,"$318,604,126",585171547.0,399171547.0
296,The Brothers Grimsby,83.0,39,"Mar 11, 2016",The Brothers Grimsby,35000000.0,"$6,864,016",28720470.0,-6279530.0
297,Red Sky,56.0,27,"Mar 10, 2015",Red Sky,25000000.0,$0,91116.0,-24908884.0
298,Chemical Cut,83.0,25,"Dec 31, 2016",Chemical Cut,1000000.0,$0,0.0,-1000000.0
299,The Kid,49.0,94,"Jul 7, 2000",The Kid,65000000.0,"$69,688,384",69688384.0,4688384.0
300,The Perfect Match,87.0,22,"Mar 11, 2016",The Perfect Match,5000000.0,"$9,669,521",10182050.0,5182050.0
301,Despicable Me 3,89.0,30,"Jun 30, 2017",Despicable Me 3,75000000.0,"$264,624,300",1034727750.0,959727750.0
302,The Walking Deceased,88.0,96,"Mar 20, 2015",The Walking Deceased,2000000.0,$0,0.0,-2000000.0
303,The Golden Child,86.0,47,"Dec 12, 1986",The Golden Child,12000000.0,"$79,817,937",79817937.0,67817937.0
304,See No Evil,75.0,93,"May 19, 2006",See No Evil,8000000.0,"$15,032,800",18828036.0,10828036.0
305,Close Range,80.0,74,"Dec 11, 2015",Close Range,3000000.0,$0,0.0,-3000000.0
306,November,1.0,81,"Jul 22, 2005",November,250000.0,"$191,862",191862.0,-58138.0
307,Unnatural,89.0,73,"Dec 31, 2015",Unnatural,3000000.0,$0,0.0,-3000000.0
308,UnDivided,66.0,99,"Feb 3, 2015",UnDivided,250000.0,$0,0.0,-250000.0
309,Buried,88.0,2,"Sep 24, 2010",Buried,1987650.0,"$1,044,143",21270290.0,19282640.0
310,Heaven's Gate,47.0,34,"Nov 19, 1980",Heaven's Gate,44000000.0,"$3,484,331",3484523.0,-40515477.0
311,Fantasia,86.0,69,"Nov 13, 1940",Fantasia,2280000.0,"$83,320,000",83320000.0,81040000.0
312,The Forest,72.0,92,"Jan 8, 2016",The Forest,10000000.0,"$26,594,261",40749230.0,30749230.0
313,The Secret,89.0,27,"Oct 1, 2006",The Secret,3500000.0,$0,0.0,-3500000.0
314,Joe,5.0,30,"Apr 11, 2014",Joe,4000000.0,"$373,375",373375.0,-3626625.0
315,Mutant World,82.0,15,"May 26, 2015",Mutant World,1500000.0,$0,0.0,-1500000.0
316,Closer,87.0,82,"Dec 3, 2004",Closer,35000000.0,"$33,987,757",116177695.0,81177695.0
317,Bodom,65.0,54,"Dec 31, 2016",Bodom,1250000.0,$0,726460.0,-523540.0
318,Virtuosity,87.0,43,"Aug 4, 1995",Virtuosity,30000000.0,"$23,998,226",23998226.0,-6001774.0
319,Creature,84.0,38,"Sep 9, 2011",Creature,3000000.0,"$331,000",331000.0,-2669000.0
320,Unfriended,83.0,14,"Apr 17, 2015",Unfriended,1000000.0,"$32,789,645",64364198.0,63364198.0
321,Heavy Metal,50.0,63,"Aug 7, 1981",Heavy Metal,9300000.0,"$19,571,091",19571091.0,10271091.0
322,Elizabeth,7.0,33,"Nov 6, 1998",Elizabeth,25000000.0,"$30,082,699",82150642.0,57150642.0
323,Lincoln,17.0,73,"Nov 9, 2012",Lincoln,65000000.0,"$182,207,973",273346281.0,208346281.0
324,You Only Live Twice,50.0,54,"Jun 13, 1967",You Only Live Twice,9500000.0,"$43,100,000",111600000.0,102100000.0
325,Cop Car,88.0,71,"Aug 7, 2015",Cop Car,5000000.0,"$134,552",143658.0,-4856342.0
326,Metropolis,60.0,39,"Jan 25, 2002",Metropolis,15000000.0,"$673,414",1405032.0,-13594968.0
327,Aliens,88.0,68,"Jul 18, 1986",Aliens,17000000.0,"$85,160,248",183316455.0,166316455.0
328,Yoga Hosers,88.0,86,"Sep 2, 2016",Yoga Hosers,5000000.0,$0,22958.0,-4977042.0
329,Breakdown,88.0,11,"May 2, 1997",Breakdown,36000000.0,"$50,159,144",50159144.0,14159144.0
330,The Prince,71.0,53,"Aug 22, 2014",The Prince,18000000.0,$0,0.0,-18000000.0
331,Popstar: Never Stop Never Stopping,87.0,47,"Jun 3, 2016",Popstar: Never Stop Never Stopping,20000000.0,"$9,496,130",9537120.0,-10462880.0
332,Stories of Our Lives,60.0,62,"Dec 31, 2014",Stories of Our Lives,15000.0,$0,0.0,-15000.0
333,Meet the Mormons,78.0,9,"Oct 10, 2014",Meet the Mormons,2000000.0,"$6,047,363",6049171.0,4049171.0
334,The Party's Over,80.0,6,"Oct 24, 2003",The Party's Over,1000000.0,$0,0.0,-1000000.0
335,Cursed,81.0,14,"Feb 25, 2005",Cursed,35000000.0,"$19,294,901",25114901.0,-9885099.0
336,The Shallows,86.0,54,"Jun 24, 2016",The Shallows,13000000.0,"$55,121,623",118763442.0,105763442.0
337,Life During Wartime,50.0,44,"Jul 23, 2010",Life During Wartime,4500000.0,"$281,447",281447.0,-4218553.0
338,Unbreakable,80.0,75,"Nov 22, 2000",Unbreakable,73243106.0,"$94,999,143",248099143.0,174856037.0
339,Bella,80.0,44,"Oct 26, 2007",Bella,3300000.0,"$8,093,373",12405473.0,9105473.0
340,Pulse,84.0,85,"Aug 11, 2006",Pulse,20500000.0,"$20,264,436",30241435.0,9741435.0
341,Snow Day,60.0,51,"Feb 11, 2000",Snow Day,13000000.0,"$60,008,303",62452927.0,49452927.0
342,The Reaping,84.0,88,"Apr 5, 2007",The Reaping,40000000.0,"$25,126,214",62226214.0,22226214.0
343,Top Spin,80.0,61,"Aug 21, 2015",Top Spin,150000.0,"$5,858",5858.0,-144142.0
344,Before Sunrise,70.0,24,"Jan 27, 1995",Before Sunrise,2500000.0,"$5,274,005",5690220.0,3190220.0
345,The Fits,72.0,51,"Jun 3, 2016",The Fits,170000.0,"$166,425",169242.0,-758.0
346,Kicks,80.0,13,"Sep 9, 2016",Kicks,10000000.0,"$150,191",150191.0,-9849809.0
347,Krisha,83.0,38,"Mar 18, 2016",Krisha,30000.0,"$144,822",144822.0,114822.0
348,The Master,86.0,87,"Sep 14, 2012",The Master,37500000.0,"$16,247,159",50647416.0,13147416.0
349,The Salon,75.0,99,"May 11, 2007",The Salon,1500000.0,"$139,084",139084.0,-1360916.0
350,Evolution,81.0,89,"Jun 8, 2001",Evolution,80000000.0,"$38,311,134",98341932.0,18341932.0
351,Solitude,58.0,32,"Jan 7, 2005",Solitude,200000.0,"$6,260",6260.0,-193740.0
352,By the Sea,80.0,97,"Nov 13, 2015",By the Sea,20000000.0,"$538,460",3727746.0,-16272254.0
353,Black Hawk Down,57.0,15,"Dec 28, 2001",Black Hawk Down,95000000.0,"$108,638,745",159691085.0,64691085.0
354,Chain of Command,88.0,67,"Sep 8, 2015",Chain of Command,4000000.0,$0,0.0,-4000000.0
355,The Joneses,80.0,88,"Apr 16, 2010",The Joneses,10000000.0,"$1,475,746",3541565.0,-6458435.0
356,Julija in alfa Romeo,83.0,23,"Dec 31, 2015",Julija in alfa Romeo,560000.0,$0,8462.0,-551538.0
357,Unhinged,12.0,30,"Sep 30, 2019",Unhinged,29000000.0,$0,0.0,-29000000.0
358,Running Forever,88.0,100,"Oct 27, 2015",Running Forever,5000000.0,$0,0.0,-5000000.0
359,Before We Go,84.0,52,"Sep 4, 2015",Before We Go,3000000.0,"$37,151",483938.0,-2516062.0
360,Sahara,86.0,3,"Apr 8, 2005",Sahara,145000000.0,"$68,671,925",121671925.0,-23328075.0
361,The Invitation,6.0,74,"Apr 8, 2016",The Invitation,1000000.0,"$231,738",354836.0,-645164.0
362,The Lucky Ones,45.0,26,"Sep 26, 2008",The Lucky Ones,14000000.0,"$266,967",266967.0,-13733033.0
363,Sleight,89.0,72,"Apr 28, 2017",Sleight,250000.0,"$3,930,990",3934450.0,3684450.0
364,La chambre bleue,48.0,23,"Oct 3, 2014",La chambre bleue,1400000.0,"$260,441",1945420.0,545420.0
365,The Star,86.0,39,"Nov 17, 2017",The Star,20000000.0,"$40,847,995",62758010.0,42758010.0
366,Storks,87.0,15,"Sep 23, 2016",Storks,70000000.0,"$72,679,278",183353431.0,113353431.0
367,Braid,82.0,48,"Feb 1, 2019",Braid,1660000.0,$0,80745.0,-1579255.0
368,Early Man,89.0,98,"Feb 16, 2018",Early Man,50000000.0,"$8,267,544",45285890.0,-4714110.0
369,Exit Wounds,11.0,72,"Mar 16, 2001",Exit Wounds,33000000.0,"$51,758,599",79958599.0,46958599.0
370,Book Club,72.0,43,"May 18, 2018",Book Club,10000000.0,"$68,566,296",91113683.0,81113683.0
371,American Hero,86.0,3,"Dec 11, 2015",American Hero,1000000.0,$0,26.0,-999974.0
372,A Man for All Seasons,43.0,69,"Dec 12, 1966",A Man for All Seasons,3900000.0,"$28,350,000",28350000.0,24450000.0
373,The Drop,50.0,16,"Sep 12, 2014",The Drop,12600000.0,"$10,724,389",19054534.0,6454534.0
374,Quo Vadis?,45.0,59,"Feb 23, 1951",Quo Vadis?,8250000.0,"$30,000,000",30028513.0,21778513.0
375,The Salton Sea,87.0,44,"Apr 26, 2002",The Salton Sea,18000000.0,"$676,698",676698.0,-17323302.0
376,Love Happens,88.0,2,"Sep 18, 2009",Love Happens,18000000.0,"$22,965,110",36133014.0,18133014.0
377,Red Eye,73.0,30,"Aug 19, 2005",Red Eye,26000000.0,"$57,891,803",96666486.0,70666486.0
378,Rebecca,85.0,47,"Mar 21, 1940",Rebecca,1288000.0,"$6,000,000",6002370.0,4714370.0
379,Remember Me,85.0,51,"Mar 12, 2010",Remember Me,16000000.0,"$19,068,240",56506120.0,40506120.0
380,Birth,9.0,73,"Oct 29, 2004",Birth,20000000.0,"$5,005,899",14603001.0,-5396999.0
381,Us,75.0,88,"Mar 22, 2019",Us,20000000.0,"$175,006,930",254210310.0,234210310.0
382,Rosemary's Baby,48.0,53,"Jun 12, 1968",Rosemary's Baby,3200000.0,"$33,395,426",33395426.0,30195426.0
383,The Emoji Movie,86.0,7,"Jul 28, 2017",The Emoji Movie,50000000.0,"$86,089,513",216562312.0,166562312.0
384,Widows,79.0,50,"Nov 16, 2018",Widows,40000000.0,"$42,402,632",73866088.0,33866088.0
385,The Four Seasons,52.0,88,"May 22, 1981",The Four Seasons,6500000.0,"$42,488,161",42488161.0,35988161.0
386,Final Destination,65.0,74,"Mar 17, 2000",Final Destination,23000000.0,"$53,302,314",112036870.0,89036870.0
387,The Secret Life of Pets 2,86.0,81,"Jun 7, 2019",The Secret Life of Pets 2,80000000.0,"$63,795,655",113351496.0,33351496.0
388,The Forsaken,86.0,28,"Apr 27, 2001",The Forsaken,5000000.0,"$6,755,271",6755271.0,1755271.0
389,Going the Distance,65.0,11,"Sep 3, 2010",Going the Distance,32000000.0,"$17,804,299",43603990.0,11603990.0
390,The Eagle,11.0,50,"Feb 11, 2011",The Eagle,25000000.0,"$19,490,041",38993548.0,13993548.0
391,Down to Earth,52.0,73,"Feb 16, 2001",Down to Earth,30000000.0,"$64,172,251",71172251.0,41172251.0
392,Paul,71.0,58,"Mar 18, 2011",Paul,40000000.0,"$37,412,945",101162106.0,61162106.0
393,Beyond Borders,72.0,50,"Oct 24, 2003",Beyond Borders,60000000.0,"$4,426,297",11427090.0,-48572910.0
394,Good Luck Chuck,51.0,22,"Sep 21, 2007",Good Luck Chuck,25000000.0,"$35,017,297",59183821.0,34183821.0
395,Indivisible,78.0,93,"Oct 26, 2018",Indivisible,2700000.0,"$3,511,417",3588305.0,888305.0
396,Out of Sight,60.0,29,"Jun 26, 1998",Out of Sight,48000000.0,"$37,562,568",77562568.0,29562568.0
397,White Fang,85.0,87,"Jan 18, 1991",White Fang,14000000.0,"$34,729,091",34729091.0,20729091.0
398,May,10.0,36,"Feb 7, 2003",May,1750000.0,"$145,540",634803.0,-1115197.0
399,Irreplaceable,61.0,20,"Feb 24, 2015",Irreplaceable,600000.0,$0,0.0,-600000.0
400,Departure,86.0,3,"Mar 7, 2017",Departure,1100000.0,$0,27561.0,-1072439.0
401,Sgt. Stubby: An American Hero,84.0,6,"Apr 13, 2018",Sgt. Stubby: An American Hero,25000000.0,"$3,054,285",3645957.0,-21354043.0
402,Conspiracy Theory,79.0,73,"Aug 8, 1997",Conspiracy Theory,80000000.0,"$76,118,990",142783718.0,62783718.0
403,Valentine,62.0,3,"Feb 2, 2001",Valentine,10000000.0,"$20,384,136",20384136.0,10384136.0
404,Split,80.0,50,"Jan 20, 2017",Split,5000000.0,"$138,141,585",278964806.0,273964806.0
405,Forget Me Not,83.0,44,"May 24, 2011",Forget Me Not,1300000.0,$0,13465.0,-1286535.0
406,The Host,60.0,68,"Mar 29, 2013",The Host,50000000.0,"$26,623,701",64477051.0,14477051.0
407,Groove,87.0,41,"Jun 9, 2000",Groove,500000.0,"$1,115,313",1167524.0,667524.0
408,Night School,85.0,16,"Sep 28, 2018",Night School,29000000.0,"$77,339,130",103008792.0,74008792.0
409,The Deer Hunter,15.0,20,"Jan 1, 1979",The Deer Hunter,15000000.0,"$50,000,000",50009253.0,35009253.0
410,1982,11.0,23,"Mar 1, 2016",1982,1000000.0,$0,0.0,-1000000.0
411,The Howling,83.0,19,"Apr 10, 1981",The Howling,1000000.0,"$17,985,000",17985000.0,16985000.0
412,The Possession of Hannah Grace,86.0,37,"Nov 30, 2018",The Possession of Hannah Grace,6000000.0,"$14,836,174",42785387.0,36785387.0
413,Rio,87.0,46,"Apr 15, 2011",Rio,90000000.0,"$143,619,809",487519809.0,397519809.0
414,Yes,80.0,47,"Jun 24, 2005",Yes,1700000.0,"$396,035",661221.0,-1038779.0
415,Melancholia,75.0,62,"Nov 11, 2011",Melancholia,9400000.0,"$3,030,848",21817298.0,12417298.0
416,Oddball,5.0,63,"Dec 6, 2016",Oddball,7000000.0,$0,10237229.0,3237229.0
417,The Descendants,80.0,5,"Nov 16, 2011",The Descendants,20000000.0,"$82,624,961",175507800.0,155507800.0
418,Fame,58.0,3,"Sep 25, 2009",Fame,18000000.0,"$22,455,510",80227619.0,62227619.0
419,The House of Mirth,64.0,75,"Dec 22, 2000",The House of Mirth,10000000.0,"$3,041,803",5149131.0,-4850869.0
420,Slender Man,52.0,80,"Aug 10, 2018",Slender Man,10000000.0,"$30,564,825",51723644.0,41723644.0
421,Moonlight,87.0,64,"Oct 21, 2016",Moonlight,1500000.0,"$27,854,931",65245512.0,63745512.0
422,Money Talks,86.0,9,"Aug 22, 1997",Money Talks,25000000.0,"$41,076,865",41076865.0,16076865.0
423,Knock Knock,55.0,62,"Oct 9, 2015",Knock Knock,2000000.0,"$36,336",6328516.0,4328516.0
424,Nomad,83.0,37,"Mar 16, 2007",Nomad,40000000.0,"$79,123",79123.0,-39920877.0
425,The Butterfly Effect,85.0,52,"Jan 23, 2004",The Butterfly Effect,13000000.0,"$57,924,679",95638592.0,82638592.0
426,Vessel,67.0,71,"Jan 9, 2015",Vessel,800000.0,$0,0.0,-800000.0
427,Identity,75.0,52,"Apr 25, 2003",Identity,28000000.0,"$52,131,264",82183683.0,54183683.0
428,Duplicity,71.0,12,"Mar 20, 2009",Duplicity,60000000.0,"$40,572,825",81079566.0,21079566.0
429,Live and Let Die,45.0,94,"Jun 27, 1973",Live and Let Die,7000000.0,"$35,400,000",161800000.0,154800000.0
430,Twins,8.0,100,"Dec 9, 1988",Twins,15000000.0,"$111,936,388",216600000.0,201600000.0
431,Venus,80.0,62,"Dec 21, 2006",Venus,6000000.0,"$3,347,411",7818479.0,1818479.0
432,Motherhood,74.0,22,"Oct 23, 2009",Motherhood,10000000.0,"$93,388",723388.0,-9276612.0
433,The Judge,76.0,41,"Oct 10, 2014",The Judge,50000000.0,"$47,119,388",76119388.0,26119388.0
434,A Quiet Place,80.0,66,"Apr 6, 2018",A Quiet Place,17000000.0,"$188,024,361",334522294.0,317522294.0
435,Stripes,85.0,40,"Jun 26, 1981",Stripes,10000000.0,"$85,300,000",85300000.0,75300000.0
436,Safe,75.0,78,"Apr 27, 2012",Safe,33000000.0,"$17,142,080",41495213.0,8495213.0
437,Original Sin,75.0,44,"Aug 3, 2001",Original Sin,26000000.0,"$16,521,410",16521410.0,-9478590.0
438,Proud Mary,89.0,50,"Jan 12, 2018",Proud Mary,30000000.0,"$20,868,638",21709539.0,-8290461.0
439,Wonder Park,85.0,94,"Mar 15, 2019",Wonder Park,100000000.0,"$45,216,793",115149422.0,15149422.0
440,Action Point,85.0,50,"Jun 1, 2018",Action Point,19000000.0,"$5,059,608",5103675.0,-13896325.0
441,End of Days,72.0,86,"Nov 24, 1999",End of Days,100000000.0,"$66,889,043",212026975.0,112026975.0
442,No Strings Attached,73.0,84,"Jan 21, 2011",No Strings Attached,25000000.0,"$70,662,220",149228078.0,124228078.0
443,Lost Souls,84.0,71,"Oct 13, 2000",Lost Souls,28000000.0,"$16,779,636",31320293.0,3320293.0
444,Clean,70.0,67,"Apr 28, 2006",Clean,10000.0,"$138,711",138711.0,128711.0
445,The Contender,74.0,83,"Oct 13, 2000",The Contender,9000000.0,"$17,804,273",17804273.0,8804273.0
446,The Artist,53.0,34,"Nov 25, 2011",The Artist,16000000.0,"$44,667,095",128256712.0,112256712.0
447,Sea of Love,47.0,29,"Sep 15, 1989",Sea of Love,19000000.0,"$58,571,513",58571513.0,39571513.0
448,Brainstorm,55.0,5,"Sep 30, 1983",Brainstorm,15000000.0,"$8,921,050",8921050.0,-6078950.0
449,The Net,75.0,16,"Jul 28, 1995",The Net,22000000.0,"$50,621,733",110521733.0,88521733.0
450,Pendulum,68.0,93,"Dec 31, 2001",Pendulum,2000000.0,$0,0.0,-2000000.0
451,Derailed,76.0,19,"Nov 11, 2005",Derailed,22000000.0,"$36,020,063",57520063.0,35520063.0
452,American Dreamz,7.0,1,"Apr 21, 2006",American Dreamz,17000000.0,"$7,314,027",16510971.0,-489029.0
453,Water,19.0,8,"Apr 28, 2006",Water,3000000.0,"$5,529,144",11322573.0,8322573.0
454,Do You Believe?,71.0,60,"Mar 20, 2015",Do You Believe?,2300000.0,"$12,985,600",14304931.0,12004931.0
455,The Touch,48.0,10,"Mar 31, 2004",The Touch,20000000.0,$0,5918742.0,-14081258.0
456,The Namesake,77.0,42,"Mar 9, 2007",The Namesake,8500000.0,"$13,610,521",20288774.0,11788774.0
457,Let Me In,74.0,38,"Oct 1, 2010",Let Me In,20000000.0,"$12,134,935",28270399.0,8270399.0
458,Stronger,47.0,90,"Sep 22, 2017",Stronger,30000000.0,"$4,211,129",8786752.0,-21213248.0
459,Breaking In,88.0,19,"May 11, 2018",Breaking In,6000000.0,"$46,840,590",51411620.0,45411620.0
460,The Patriot,72.0,25,"Jun 28, 2000",The Patriot,110000000.0,"$113,330,342",215300000.0,105300000.0
461,Churchill,65.0,91,"Jun 2, 2017",Churchill,10000000.0,"$1,279,681",7582196.0,-2417804.0
462,Unfinished Business,60.0,32,"Mar 6, 2015",Unfinished Business,35000000.0,"$10,219,501",13214051.0,-21785949.0
463,The Cave,15.0,68,"Aug 26, 2005",The Cave,30000000.0,"$15,007,991",27147991.0,-2852009.0
464,Prophecy,82.0,83,"Jun 15, 1979",Prophecy,12000000.0,"$22,673,340",22673340.0,10673340.0
465,The Interview,73.0,33,"Feb 6, 2014",The Interview,44000000.0,"$6,105,175",12342632.0,-31657368.0
466,Jesse,52.0,32,"Aug 12, 2014",Jesse,950000.0,$0,0.0,-950000.0
467,Above and Beyond,56.0,38,"Jan 30, 2015",Above and Beyond,1300000.0,"$288,751",288751.0,-1011249.0
468,Hugo,80.0,89,"Nov 23, 2011",Hugo,180000000.0,"$73,864,507",180047784.0,47784.0
469,The Thing,5.0,77,"Oct 14, 2011",The Thing,38000000.0,"$16,999,934",27573078.0,-10426922.0
470,The Great Wall,72.0,92,"Feb 17, 2017",The Great Wall,150000000.0,"$45,157,105",334486852.0,184486852.0
471,Rush Hour,80.0,31,"Sep 18, 1998",Rush Hour,35000000.0,"$141,186,864",245300000.0,210300000.0
472,Anonymous,60.0,90,"Oct 28, 2011",Anonymous,27500000.0,"$4,463,292",15815509.0,-11684491.0
473,Beowulf,80.0,88,"Nov 16, 2007",Beowulf,150000000.0,"$82,280,579",195080579.0,45080579.0
474,Hide and Seek,77.0,96,"Jan 28, 2005",Hide and Seek,25000000.0,"$51,100,486",123696741.0,98696741.0
475,Tomorrowland,70.0,23,"May 22, 2015",Tomorrowland,170000000.0,"$93,436,322",206627518.0,36627518.0
476,Snow White and the Seven Dwarfs,49.0,18,"Dec 21, 1937",Snow White and the Seven Dwarfs,1488000.0,"$184,925,486",184925486.0,183437486.0
477,Red 11,77.0,78,"Dec 31, 2018",Red 11,7000.0,$0,0.0,-7000.0
478,Tooth Fairy,86.0,23,"Jan 22, 2010",Tooth Fairy,48000000.0,"$60,022,256",112610386.0,64610386.0
479,The Proposal,86.0,79,"Jun 19, 2009",The Proposal,40000000.0,"$163,958,031",314709717.0,274709717.0
480,Flood,60.0,66,"Dec 31, 2007",Flood,24000000.0,$0,4084232.0,-19915768.0
481,Hybrid,64.0,26,"May 10, 2002",Hybrid,200000.0,"$162,605",162605.0,-37395.0
